18,p[psid],-0.0010766,-0.0611646,-0.0603244,-0.0589092,-0.0567953,-0.0548159,-0.0538689,-0.0532929,-0.054611,-0.0594744,-0.0125565,-0.0089368,0.0001766,0.007064,0.013432,0.018932,0.0255174,0.033291,0.0463411,0.0590114,-0.0010766
20,p[psid],-0.0018653,-0.065464,-0.0639244,-0.061909,-0.059584,-0.0568432,-0.0555166,-0.0549001,-0.055602,-0.0580355,-0.0194376,-0.009932,0.0000039,0.0075437,0.0144164,0.0203858,0.0274994,0.035826,0.0494109,0.0617334,-0.0018653
22,p[psid],-0.0039574,-0.0697074,-0.0686077,-0.0671215,-0.0645658,-0.0614705,-0.0597314,-0.059089,-0.0597569,-0.0631526,-0.025552,-0.0132646,-0.0029546,0.0050979,0.0124647,0.0187503,0.0263724,0.0352334,0.0493982,0.0617927,-0.0039574
24,p[psid],-0.0042781,-0.0737414,-0.0725881,-0.070532,-0.0685397,-0.0665468,-0.0653174,-0.0650487,-0.0658682,-0.0686299,-0.0384851,-0.0168347,-0.0053659,0.0036342,0.0118549,0.0189594,0.0275225,0.0373425,0.0525596,0.0651852,-0.0042781
26,p[psid],-0.0064183,-0.0804563,-0.0791719,-0.0769737,-0.0754699,-0.0736873,-0.0724883,-0.0718006,-0.0721211,-0.0745627,-0.0524684,-0.0189557,-0.0063843,0.0034361,0.0123984,0.0201196,0.0293104,0.0398036,0.0554569,0.0676198,-0.0064183
16,p[psid],0.0151842,-0.0362879,-0.0402127,-0.045713,-0.0584429,-0.079888,-0.1054695,-0.1504265,-0.2096318,-0.2576892,-0.1305507,0.003125,0.0095687,0.0148081,0.0200361,0.0248573,0.0311729,0.0393459,0.0537251,0.0666564,0.0151842
18,p[psid],-0.0019315,-0.0632064,-0.0630063,-0.0614317,-0.0587865,-0.0555462,-0.0536022,-0.0534683,-0.0555626,-0.0615563,-0.0112563,-0.00872,0.0003908,0.0073307,0.0136241,0.019098,0.0256917,0.0334344,0.0465177,0.0593433,-0.0019315
17,p[psid],0.0109546,-0.0446504,-0.0460301,-0.0472395,-0.0527268,-0.0699499,-0.0955953,-0.1396917,-0.2057519,-0.2482088,-0.1452534,0.001459,0.0085639,0.0142249,0.0197605,0.0248984,0.031483,0.0398284,0.0542172,0.0665596,0.0109546
17.5,p[psid],0.0125108,-0.0435383,-0.0460161,-0.0479586,-0.0533389,-0.0710573,-0.0980589,-0.1443718,-0.213814,-0.2583059,-0.162443,0.0020398,0.0093376,0.0151782,0.0209087,0.0261052,0.0329174,0.0415212,0.0562114,0.0685599,0.0125108
18,p[psid],-0.001556,-0.0615687,-0.0606558,-0.0589565,-0.0564694,-0.0538447,-0.0517813,-0.0514965,-0.0529462,-0.0598505,-0.0100245,-0.0088056,0.0001547,0.0070304,0.0133518,0.0186962,0.0252399,0.0329139,0.0459328,0.0584567,-0.001556
